Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	Mis_MetaSVM_or_CADD30	SpliceSite	StopGain	StopLoss
1	PIK3CD	6.60E-05	2.01E-05	4.56E-06	2.66E-06	4.14E-05	1.30E-05	3.54E-05	3.16E-05	8.45E-06	3.54E-05	3.17E-05	1.55E-05	1.11E-06	1.52E-06	2.17E-08
1	CLSTN1	6.12E-05	2.00E-05	4.24E-06	2.35E-06	3.69E-05	2.71E-06	3.21E-05	2.95E-05	7.34E-06	3.21E-05	2.95E-05	8.82E-06	8.19E-07	1.51E-06	2.12E-08
1	CTNNBIP1	5.95E-06	1.79E-06	6.55E-07	4.33E-07	3.51E-06	0	3.39E-06	3.23E-06	1.09E-06	3.39E-06	3.23E-06	1.09E-06	2.34E-07	1.78E-07	2.08E-08
1	LZIC	9.21E-06	2.16E-06	1.11E-06	7.17E-07	5.94E-06	8.25E-08	3.79E-06	3.39E-06	6.88E-07	3.79E-06	3.39E-06	7.25E-07	3.37E-07	3.18E-07	6.25E-08
1	NMNAT1	1.16E-05	2.99E-06	1.00E-06	5.61E-07	7.59E-06	6.21E-06	5.43E-06	4.77E-06	1.21E-06	6.38E-06	6.24E-06	6.21E-06	1.54E-07	3.52E-07	5.50E-08
1	RBP7	5.83E-06	1.65E-06	5.32E-07	3.23E-07	3.66E-06	4.59E-09	2.99E-06	2.73E-06	2.71E-07	2.99E-06	2.73E-06	2.76E-07	1.34E-07	1.67E-07	2.18E-08
1	UBE4B	6.69E-05	1.79E-05	6.01E-06	3.36E-06	4.30E-05	3.25E-06	4.00E-05	3.68E-05	1.24E-05	4.00E-05	3.68E-05	1.31E-05	1.22E-06	2.13E-06	1.39E-08
1	KIF1B	0.000111043	2.72E-05	1.20E-05	6.62E-06	7.18E-05	3.28E-05	6.48E-05	5.12E-05	1.96E-05	6.54E-05	5.83E-05	3.75E-05	2.26E-06	4.33E-06	3.37E-08
1	PGD	2.49E-05	7.51E-06	2.13E-06	1.26E-06	1.53E-05	5.30E-06	1.41E-05	1.33E-05	5.15E-06	1.41E-05	1.33E-05	7.10E-06	5.42E-07	6.98E-07	2.18E-08
1	CENPS	6.42E-06	1.61E-06	1.29E-06	6.83E-07	3.51E-06	4.04E-07	2.24E-06	1.91E-06	2.24E-07	2.24E-06	1.91E-06	4.52E-07	1.82E-07	4.87E-07	1.33E-08
1	CENPS-CORT	1.23E-05	3.02E-06	1.78E-06	9.62E-07	7.48E-06	4.27E-07	4.32E-06	3.71E-06	3.55E-07	4.32E-06	3.71E-06	5.84E-07	2.52E-07	6.56E-07	5.33E-08
1	CORT	6.60E-06	1.84E-06	5.96E-07	3.12E-07	4.17E-06	2.31E-08	2.64E-06	2.17E-06	1.30E-07	2.64E-06	2.17E-06	1.32E-07	4.48E-08	2.27E-07	4.00E-08
1	DFFA	1.79E-05	5.36E-06	1.33E-06	7.28E-07	1.12E-05	6.07E-07	7.31E-06	6.39E-06	1.38E-06	7.31E-06	6.39E-06	1.62E-06	2.03E-07	4.80E-07	4.44E-08
1	PEX14	2.36E-05	7.69E-06	2.20E-06	1.19E-06	1.37E-05	3.35E-07	1.17E-05	1.02E-05	2.94E-06	1.17E-05	1.02E-05	3.09E-06	3.64E-07	8.08E-07	1.97E-08
1	CASZ1	0.000132543	4.73E-05	5.35E-06	2.83E-06	7.99E-05	4.12E-07	6.74E-05	6.14E-05	1.54E-05	6.74E-05	6.14E-05	1.58E-05	7.69E-07	2.02E-06	3.84E-08
1	C1orf127	4.16E-05	1.20E-05	4.07E-06	2.11E-06	2.55E-05	0	1.29E-05	9.84E-06	1.92E-07	1.29E-05	9.84E-06	1.92E-07	5.27E-07	1.57E-06	1.84E-08
1	TARDBP	1.90E-05	5.22E-06	1.74E-06	8.97E-07	1.20E-05	6.43E-06	1.06E-05	9.31E-06	1.19E-06	1.10E-05	1.01E-05	6.61E-06	1.99E-07	6.76E-07	2.24E-08
1	MASP2	3.54E-05	1.06E-05	2.64E-06	1.46E-06	2.22E-05	5.86E-06	1.47E-05	1.31E-05	1.47E-06	1.47E-05	1.33E-05	6.42E-06	4.76E-07	9.48E-07	3.36E-08
1	SRM	2.11E-05	7.03E-06	1.39E-06	8.08E-07	1.27E-05	5.72E-06	1.10E-05	1.03E-05	3.05E-06	1.10E-05	1.03E-05	6.15E-06	3.26E-07	4.64E-07	1.84E-08
1	EXOSC10	4.49E-05	1.22E-05	5.33E-06	2.99E-06	2.74E-05	4.39E-06	2.12E-05	1.88E-05	5.13E-06	2.12E-05	1.88E-05	6.93E-06	1.09E-06	1.87E-06	2.70E-08
1	EXOSC10-AS1	5.22E-08	0	2.65E-08	2.65E-08	2.57E-08	0	0	0	0	0	0	0	2.65E-08	0	0
1	MTOR	0.000128641	3.24E-05	1.50E-05	8.10E-06	8.13E-05	2.71E-05	7.64E-05	7.04E-05	2.45E-05	7.64E-05	7.05E-05	3.47E-05	2.57E-06	5.51E-06	1.56E-08
1	MTOR-AS1	3.97E-08	7.68E-09	2.02E-08	2.02E-08	1.19E-08	8.94E-09	1.19E-08	1.19E-08	0	1.19E-08	1.19E-08	8.94E-09	2.02E-08	0	0
1	ANGPTL7	1.74E-05	4.45E-06	1.60E-06	8.22E-07	1.13E-05	4.23E-06	9.35E-06	8.51E-06	2.44E-06	9.35E-06	8.53E-06	4.58E-06	1.84E-07	6.25E-07	1.33E-08
1	UBIAD1	1.79E-05	5.93E-06	1.14E-06	5.73E-07	1.08E-05	7.97E-06	9.21E-06	8.01E-06	1.43E-06	9.35E-06	8.67E-06	7.97E-06	6.71E-08	4.57E-07	4.88E-08
1	DISP3	9.18E-05	2.85E-05	5.67E-06	3.03E-06	5.76E-05	2.42E-05	4.61E-05	4.28E-05	1.18E-05	4.63E-05	4.36E-05	2.84E-05	8.99E-07	2.11E-06	2.61E-08
1	FBXO2	2.41E-05	8.34E-06	1.33E-06	7.26E-07	1.44E-05	3.37E-07	1.29E-05	1.17E-05	3.35E-06	1.29E-05	1.17E-05	3.48E-06	2.27E-07	4.81E-07	1.84E-08
1	FBXO44	1.89E-05	2.75E-06	2.38E-06	1.19E-06	1.38E-05	4.36E-07	1.08E-05	8.88E-06	2.50E-06	1.08E-05	8.88E-06	2.78E-06	2.03E-07	9.47E-07	4.24E-08
1	FBXO6	1.68E-05	4.68E-06	1.83E-06	9.36E-07	1.03E-05	8.19E-07	6.65E-06	5.91E-06	1.26E-06	6.65E-06	5.91E-06	1.90E-06	2.01E-07	7.14E-07	2.12E-08
1	MAD2L2	1.36E-05	4.09E-06	1.15E-06	7.14E-07	8.31E-06	1.11E-06	8.04E-06	7.33E-06	2.26E-06	8.04E-06	7.33E-06	2.45E-06	3.45E-07	3.50E-07	1.84E-08
1	DRAXIN	2.05E-05	5.81E-06	1.77E-06	9.36E-07	1.29E-05	6.23E-07	9.74E-06	8.36E-06	3.56E-06	9.74E-06	8.36E-06	3.74E-06	2.50E-07	6.66E-07	1.97E-08
1	AGTRAP	1.13E-05	1.21E-06	1.46E-06	8.06E-07	8.66E-06	3.50E-08	5.09E-06	4.12E-06	9.71E-07	5.09E-06	4.12E-06	9.90E-07	2.29E-07	5.20E-07	5.75E-08
1	C1orf167	7.88E-05	2.02E-05	9.25E-06	4.61E-06	4.94E-05	2.82E-06	1.90E-05	1.23E-05	1.20E-07	2.10E-05	1.46E-05	2.94E-06	8.72E-07	3.71E-06	2.22E-08
1	C1orf167-AS1	3.90E-08	5.42E-09	1.94E-08	1.94E-08	1.41E-08	0	1.41E-08	1.11E-08	0	1.41E-08	1.11E-08	0	1.94E-08	0	0
1	MTHFR	3.92E-05	1.11E-05	3.45E-06	1.83E-06	2.46E-05	1.30E-05	2.10E-05	1.87E-05	5.81E-06	2.11E-05	1.90E-05	1.33E-05	5.08E-07	1.29E-06	2.84E-08
1	CLCN6	5.07E-05	1.47E-05	4.33E-06	2.50E-06	3.16E-05	2.35E-05	2.90E-05	2.65E-05	8.71E-06	2.94E-05	2.76E-05	2.39E-05	1.01E-06	1.47E-06	2.12E-08
1	NPPA-AS1	6.38E-08	7.71E-09	4.34E-08	4.34E-08	1.27E-08	1.27E-08	1.27E-08	1.27E-08	0	1.27E-08	1.27E-08	1.27E-08	4.34E-08	0	0
1	NPPA	8.01E-06	2.37E-06	5.51E-07	3.06E-07	5.09E-06	5.71E-07	3.08E-06	2.53E-06	7.53E-07	3.08E-06	2.53E-06	9.55E-07	9.16E-08	1.96E-07	1.83E-08
1	NPPB	8.31E-06	2.13E-06	6.69E-07	3.57E-07	5.51E-06	1.06E-07	2.14E-06	1.90E-06	0	2.14E-06	1.90E-06	1.06E-07	9.47E-08	2.50E-07	1.29E-08
1	KIAA2013	4.52E-05	1.53E-05	1.83E-06	8.77E-07	2.80E-05	0	2.07E-05	1.77E-05	1.23E-06	2.07E-05	1.77E-05	1.23E-06	9.25E-08	7.66E-07	1.84E-08
1	PLOD1	4.78E-05	1.40E-05	3.90E-06	2.36E-06	2.99E-05	1.03E-05	2.55E-05	2.25E-05	8.21E-06	2.56E-05	2.27E-05	1.28E-05	1.12E-06	1.23E-06	1.38E-08
1	MFN2	3.87E-05	9.97E-06	3.58E-06	2.02E-06	2.52E-05	2.03E-05	2.35E-05	2.18E-05	6.11E-06	2.43E-05	2.35E-05	2.06E-05	7.43E-07	1.25E-06	2.70E-08
1	MIIP	2.32E-05	6.45E-06	2.12E-06	1.16E-06	1.46E-05	0	7.86E-06	6.69E-06	8.32E-07	7.86E-06	6.69E-06	8.32E-07	3.68E-07	7.72E-07	1.84E-08
1	MIR6729	1.96E-08	0	1.96E-08	1.96E-08	0	0	0	0	0	0	0	0	1.96E-08	0	0
1	TNFRSF8	3.82E-05	1.19E-05	3.40E-06	1.88E-06	2.30E-05	2.55E-06	1.22E-05	1.05E-05	8.82E-07	1.22E-05	1.06E-05	3.13E-06	6.40E-07	1.22E-06	1.93E-08
1	TNFRSF1B	2.94E-05	9.63E-06	1.80E-06	1.03E-06	1.80E-05	4.18E-06	9.47E-06	7.77E-06	3.27E-07	9.57E-06	8.08E-06	4.27E-06	4.06E-07	6.13E-07	1.40E-08
1	MIR4632	1.86E-08	0	1.86E-08	1.86E-08	0	0	0	0	0	0	0	0	1.86E-08	0	0
1	VPS13D	0.000197594	5.07E-05	2.14E-05	1.13E-05	0.000125492	5.86E-06	0.000103353	9.34E-05	2.19E-05	0.000103358	9.34E-05	2.48E-05	3.18E-06	8.10E-06	1.82E-08
1	DHRS3	1.97E-05	6.18E-06	8.64E-07	5.39E-07	1.27E-05	8.34E-06	1.17E-05	1.04E-05	3.57E-06	1.18E-05	1.05E-05	8.36E-06	2.52E-07	2.60E-07	2.76E-08
1	MIR6730	1.95E-08	0	1.95E-08	1.95E-08	0	0	0	0	0	0	0	0	1.95E-08	0	0
1	AADACL4	1.96E-05	5.37E-06	1.23E-06	6.40E-07	1.30E-05	9.55E-07	7.13E-06	5.97E-06	2.08E-07	7.13E-06	5.97E-06	9.66E-07	1.38E-07	4.73E-07	2.90E-08
1	AADACL3	1.84E-05	5.30E-06	1.16E-06	6.01E-07	1.19E-05	5.27E-07	6.08E-06	5.26E-06	3.43E-08	6.08E-06	5.27E-06	5.62E-07	1.36E-07	4.44E-07	2.22E-08
1	C1orf158	8.81E-06	2.46E-06	7.91E-07	4.40E-07	5.56E-06	1.92E-07	3.42E-06	2.99E-06	3.48E-07	3.42E-06	2.99E-06	5.24E-07	1.40E-07	2.81E-07	1.84E-08
1	PRAMEF12	2.13E-05	6.03E-06	1.70E-06	8.13E-07	1.36E-05	0	6.85E-06	5.01E-06	0	6.85E-06	5.01E-06	0	9.34E-08	7.06E-07	1.33E-08
1	PRAMEF1	2.29E-05	6.44E-06	1.48E-06	7.44E-07	1.50E-05	0	3.80E-06	2.26E-06	0	3.80E-06	2.26E-06	0	1.38E-07	5.87E-07	1.97E-08
1	PRAMEF11	1.98E-05	5.40E-06	1.26E-06	6.32E-07	1.32E-05	0	3.64E-06	2.46E-06	0	3.64E-06	2.46E-06	0	1.14E-07	5.01E-07	1.69E-08
1	HNRNPCL1	1.37E-05	3.40E-06	1.38E-06	6.20E-07	8.87E-06	3.71E-09	3.35E-06	2.00E-06	0	3.35E-06	2.00E-06	3.71E-09	0	6.07E-07	1.29E-08
1	PRAMEF2	2.02E-05	6.02E-06	1.39E-06	6.92E-07	1.28E-05	0	3.37E-06	2.21E-06	0	3.37E-06	2.21E-06	0	1.12E-07	5.60E-07	1.97E-08
1	PRAMEF4	1.91E-05	4.98E-06	1.27E-06	6.38E-07	1.28E-05	0	3.99E-06	2.49E-06	0	3.99E-06	2.49E-06	0	1.14E-07	5.08E-07	1.69E-08
1	PRAMEF10	1.95E-05	4.89E-06	1.31E-06	6.54E-07	1.33E-05	0	3.52E-06	2.18E-06	0	3.52E-06	2.18E-06	0	1.10E-07	5.25E-07	1.97E-08
1	PRAMEF7	2.02E-05	5.59E-06	1.34E-06	6.65E-07	1.32E-05	0	4.20E-06	2.33E-06	7.95E-10	4.20E-06	2.33E-06	7.95E-10	1.12E-07	5.36E-07	1.69E-08
1	PRAMEF6	1.90E-05	5.07E-06	1.26E-06	6.33E-07	1.27E-05	0	3.86E-06	2.18E-06	0	3.86E-06	2.18E-06	0	1.14E-07	5.02E-07	1.69E-08
1	PRAMEF27	3.87E-05	1.05E-05	2.55E-06	1.28E-06	2.57E-05	0	4.74E-06	3.69E-06	0	4.74E-06	3.69E-06	0	2.27E-07	1.02E-06	3.37E-08
1	HNRNPCL3	2.76E-05	7.07E-06	2.70E-06	1.21E-06	1.78E-05	0	0	0	0	0	0	0	0	1.19E-06	2.59E-08
1	HNRNPCL4	2.76E-05	7.07E-06	2.70E-06	1.21E-06	1.78E-05	0	0	0	0	0	0	0	0	1.19E-06	2.59E-08
1	PRAMEF25	3.99E-05	1.06E-05	2.41E-06	1.19E-06	2.69E-05	0	3.53E-06	2.05E-06	0	3.53E-06	2.05E-06	0	1.87E-07	9.75E-07	3.37E-08
1	PRAMEF26	3.99E-05	1.06E-05	2.41E-06	1.19E-06	2.69E-05	0	3.53E-06	2.05E-06	0	3.53E-06	2.05E-06	0	1.87E-07	9.75E-07	3.37E-08
1	HNRNPCL2	1.36E-05	3.39E-06	1.35E-06	6.08E-07	8.82E-06	0	0	0	0	0	0	0	0	5.95E-07	1.29E-08
1	PRAMEF9	1.95E-05	5.24E-06	1.26E-06	6.20E-07	1.30E-05	0	1.35E-07	5.31E-08	0	1.35E-07	5.31E-08	0	9.35E-08	5.10E-07	1.69E-08
1	PRAMEF13	2.08E-05	5.66E-06	1.34E-06	6.67E-07	1.38E-05	0	0	0	0	0	0	0	1.11E-07	5.36E-07	1.97E-08
1	PRAMEF18	2.07E-05	5.32E-06	1.39E-06	6.82E-07	1.40E-05	0	7.08E-06	5.20E-06	8.98E-09	7.08E-06	5.20E-06	8.98E-09	9.32E-08	5.68E-07	2.07E-08
1	PRAMEF22	2.07E-05	5.32E-06	1.39E-06	6.82E-07	1.40E-05	0	7.08E-06	5.20E-06	8.98E-09	7.08E-06	5.20E-06	8.98E-09	9.32E-08	5.68E-07	2.07E-08
1	PRAMEF5	1.88E-05	5.06E-06	1.27E-06	6.37E-07	1.25E-05	0	4.79E-06	3.16E-06	0	4.79E-06	3.16E-06	0	1.14E-07	5.07E-07	1.69E-08
1	PRAMEF8	2.01E-05	5.60E-06	1.34E-06	6.68E-07	1.32E-05	0	4.14E-07	2.90E-07	0	4.14E-07	2.90E-07	0	1.12E-07	5.39E-07	1.69E-08
1	PRAMEF33	1.93E-05	4.87E-06	1.34E-06	6.67E-07	1.31E-05	0	0	0	0	0	0	0	1.10E-07	5.37E-07	1.97E-08
1	PRAMEF15	1.94E-05	4.99E-06	1.47E-06	7.25E-07	1.29E-05	0	4.72E-06	3.45E-06	0	4.72E-06	3.45E-06	0	1.14E-07	5.94E-07	1.69E-08
1	PRAMEF14	2.02E-05	5.47E-06	1.39E-06	6.92E-07	1.33E-05	0	4.17E-06	2.71E-06	0	4.17E-06	2.71E-06	0	1.12E-07	5.60E-07	1.97E-08
1	PRAMEF19	2.17E-05	5.56E-06	1.81E-06	8.69E-07	1.43E-05	0	5.09E-06	3.17E-06	4.61E-09	5.09E-06	3.17E-06	4.61E-09	9.32E-08	7.55E-07	2.07E-08
1	PRAMEF17	1.87E-05	5.21E-06	1.33E-06	6.53E-07	1.22E-05	0	3.74E-06	2.42E-06	0	3.74E-06	2.42E-06	0	9.27E-08	5.41E-07	2.01E-08
1	PRAMEF20	2.18E-05	6.12E-06	1.18E-06	5.97E-07	1.44E-05	0	4.69E-06	3.40E-06	0	4.69E-06	3.40E-06	0	1.14E-07	4.67E-07	1.69E-08
1	LRRC38	2.36E-05	8.65E-06	8.01E-07	3.92E-07	1.42E-05	1.81E-06	1.21E-05	9.59E-06	1.39E-06	1.21E-05	9.69E-06	3.01E-06	4.66E-08	3.27E-07	1.84E-08
1	PDPN	1.46E-05	4.53E-06	1.09E-06	7.01E-07	8.97E-06	2.07E-08	5.17E-06	4.57E-06	5.12E-07	5.17E-06	4.58E-06	5.33E-07	3.74E-07	3.14E-07	1.39E-08
1	PRDM2	7.83E-05	2.10E-05	6.90E-06	3.31E-06	5.04E-05	4.12E-06	3.58E-05	3.08E-05	2.88E-06	3.58E-05	3.09E-05	5.67E-06	3.84E-07	2.87E-06	6.29E-08
1	KAZN	6.99E-05	2.13E-05	4.71E-06	2.64E-06	4.39E-05	2.77E-06	3.35E-05	2.96E-05	7.79E-06	3.35E-05	2.96E-05	9.41E-06	9.26E-07	1.66E-06	5.26E-08
1	TMEM51-AS1	6.65E-08	0	6.65E-08	6.65E-08	0	0	0	0	0	0	0	0	6.65E-08	0	0
1	TMEM51	1.51E-05	4.94E-06	1.11E-06	5.41E-07	9.07E-06	2.93E-07	6.12E-06	5.22E-06	1.37E-06	6.12E-06	5.22E-06	1.44E-06	4.68E-08	4.53E-07	4.10E-08
1	FHAD1	6.76E-05	1.98E-05	6.46E-06	3.70E-06	4.13E-05	2.81E-06	2.17E-05	1.71E-05	2.03E-06	2.18E-05	1.76E-05	4.12E-06	1.48E-06	2.20E-06	2.13E-08
1	FHAD1-AS1	1.40E-07	0	1.40E-07	1.40E-07	0	0	0	0	0	0	0	0	1.40E-07	0	0
1	EFHD2	1.80E-05	6.17E-06	6.50E-07	3.77E-07	1.12E-05	1.17E-06	9.22E-06	7.52E-06	2.18E-06	9.22E-06	7.52E-06	2.68E-06	1.37E-07	2.19E-07	2.08E-08
1	CTRC	1.69E-05	5.29E-06	1.26E-06	7.50E-07	1.04E-05	5.37E-06	7.32E-06	6.20E-06	1.06E-06	7.39E-06	6.35E-06	5.38E-06	3.19E-07	4.08E-07	2.28E-08
1	CELA2A	1.67E-05	5.46E-06	1.25E-06	8.11E-07	9.97E-06	5.69E-06	7.02E-06	5.95E-06	1.60E-07	7.18E-06	6.52E-06	5.69E-06	4.42E-07	3.55E-07	1.45E-08
1	CELA2B	1.64E-05	5.59E-06	1.31E-06	8.34E-07	9.53E-06	5.41E-06	6.20E-06	5.43E-06	2.23E-07	6.54E-06	6.14E-06	5.41E-06	4.42E-07	3.78E-07	1.45E-08
1	CASP9	2.31E-05	6.68E-06	1.69E-06	9.78E-07	1.48E-05	9.14E-07	9.65E-06	8.99E-06	1.89E-06	9.65E-06	8.99E-06	2.26E-06	3.90E-07	5.68E-07	1.98E-08
1	DNAJC16	3.61E-05	9.51E-06	4.37E-06	2.29E-06	2.23E-05	2.43E-06	1.70E-05	1.48E-05	3.32E-06	1.70E-05	1.48E-05	5.05E-06	6.05E-07	1.67E-06	1.84E-08
1	AGMAT	2.37E-05	7.29E-06	1.02E-06	6.15E-07	1.54E-05	6.02E-06	1.22E-05	1.09E-05	3.88E-06	1.22E-05	1.10E-05	6.96E-06	2.72E-07	3.25E-07	1.84E-08
1	DDI2	2.09E-05	5.20E-06	2.42E-06	1.31E-06	1.33E-05	1.67E-06	1.23E-05	1.14E-05	2.70E-06	1.23E-05	1.14E-05	3.34E-06	4.05E-07	8.81E-07	2.90E-08
1	RSC1A1	2.30E-05	6.04E-06	1.74E-06	7.90E-07	1.52E-05	6.77E-08	6.63E-06	5.26E-06	3.28E-07	6.63E-06	5.26E-06	3.87E-07	0	7.61E-07	2.84E-08
1	PLEKHM2	6.20E-05	1.94E-05	4.59E-06	2.53E-06	3.80E-05	2.30E-06	3.14E-05	2.89E-05	9.86E-06	3.14E-05	2.89E-05	1.09E-05	8.66E-07	1.65E-06	1.84E-08
1	SLC25A34	1.82E-05	5.38E-06	1.48E-06	7.72E-07	1.14E-05	4.83E-06	8.11E-06	7.12E-06	3.98E-07	8.13E-06	7.18E-06	4.83E-06	1.87E-07	5.64E-07	2.13E-08
1	TMEM82	2.21E-05	6.91E-06	1.28E-06	7.06E-07	1.39E-05	2.21E-07	1.05E-05	9.11E-06	1.64E-06	1.05E-05	9.11E-06	1.83E-06	2.30E-07	4.57E-07	1.99E-08
1	FBLIM1	2.59E-05	7.63E-06	2.30E-06	1.19E-06	1.59E-05	4.17E-06	1.13E-05	9.83E-06	8.16E-07	1.13E-05	1.00E-05	4.47E-06	2.68E-07	8.88E-07	3.29E-08
1	UQCRHL	4.70E-06	1.35E-06	4.75E-07	2.22E-07	2.87E-06	0	4.56E-07	0	0	4.56E-07	0	0	0	2.02E-07	2.01E-08
1	FLJ37453	2.58E-08	6.57E-09	0	0	1.92E-08	0	1.92E-08	1.92E-08	0	1.92E-08	1.92E-08	0	0	0	0
1	SPEN	0.000179235	4.75E-05	1.66E-05	7.76E-06	0.000115056	6.45E-07	8.51E-05	7.80E-05	1.42E-05	8.51E-05	7.80E-05	1.45E-05	6.39E-07	7.10E-06	1.93E-08
1	ZBTB17	5.56E-05	1.72E-05	3.39E-06	1.86E-06	3.49E-05	3.06E-06	2.90E-05	2.65E-05	5.11E-06	2.91E-05	2.66E-05	7.14E-06	6.18E-07	1.23E-06	1.93E-08
1	SRARP	8.83E-06	2.78E-06	5.77E-07	2.92E-07	5.48E-06	0	1.96E-06	1.41E-06	0	1.96E-06	1.41E-06	0	4.50E-08	2.28E-07	1.92E-08
1	HSPB7	1.74E-05	5.02E-06	1.04E-06	5.37E-07	1.13E-05	6.16E-06	6.85E-06	5.85E-06	9.18E-07	7.36E-06	6.92E-06	6.16E-06	1.15E-07	4.03E-07	1.84E-08
1	CLCNKA	3.83E-05	1.15E-05	2.92E-06	1.78E-06	2.39E-05	1.49E-05	1.60E-05	1.41E-05	1.09E-06	1.70E-05	1.60E-05	1.49E-05	8.55E-07	9.07E-07	1.93E-08
1	CLCNKB	4.01E-05	1.16E-05	3.43E-06	2.00E-06	2.51E-05	1.55E-05	1.72E-05	1.49E-05	1.70E-06	1.79E-05	1.65E-05	1.55E-05	8.34E-07	1.14E-06	1.93E-08
1	FAM131C	1.79E-05	5.62E-06	1.49E-06	8.25E-07	1.08E-05	1.73E-08	7.09E-06	6.06E-06	1.51E-06	7.09E-06	6.06E-06	1.52E-06	2.73E-07	5.34E-07	1.84E-08
1	EPHA2	6.61E-05	2.02E-05	4.19E-06	2.35E-06	4.17E-05	9.94E-06	3.49E-05	3.16E-05	1.05E-05	3.49E-05	3.17E-05	1.54E-05	8.56E-07	1.47E-06	1.84E-08
1	ARHGEF19	5.02E-05	1.39E-05	4.49E-06	2.37E-06	3.18E-05	2.29E-06	2.66E-05	2.38E-05	7.45E-06	2.66E-05	2.38E-05	8.48E-06	6.50E-07	1.69E-06	2.31E-08
1	CPLANE2	1.64E-05	4.76E-06	6.82E-07	4.18E-07	1.10E-05	8.21E-07	9.15E-06	8.16E-06	2.39E-06	9.15E-06	8.17E-06	2.85E-06	1.80E-07	2.12E-07	2.56E-08
1	FBXO42	3.35E-05	8.45E-06	3.74E-06	1.89E-06	2.13E-05	1.31E-06	1.90E-05	1.73E-05	3.99E-06	1.90E-05	1.73E-05	4.55E-06	3.78E-07	1.49E-06	2.02E-08
1	SZRD1	8.69E-06	2.59E-06	7.18E-07	4.06E-07	5.39E-06	6.07E-07	4.97E-06	4.68E-06	7.44E-07	4.97E-06	4.68E-06	1.22E-06	1.36E-07	2.50E-07	1.99E-08
1	SPATA21	2.43E-05	6.76E-06	2.14E-06	1.24E-06	1.54E-05	8.27E-07	7.59E-06	5.94E-06	3.96E-07	7.59E-06	5.94E-06	1.17E-06	5.00E-07	7.21E-07	2.12E-08
1	NECAP2	1.62E-05	4.37E-06	1.82E-06	1.01E-06	9.98E-06	1.17E-06	8.25E-06	7.27E-06	2.18E-06	8.26E-06	7.28E-06	2.55E-06	3.13E-07	6.50E-07	4.66E-08
1	NBPF1	8.40E-07	0	8.40E-07	8.40E-07	0	0	0	0	0	0	0	0	8.40E-07	0	0
1	MST1L	4.89E-05	1.41E-05	3.78E-06	2.04E-06	3.11E-05	0	0	0	0	0	0	0	6.35E-07	1.39E-06	1.91E-08
1	LOC105376805	1.87E-08	0	1.87E-08	1.87E-08	0	0	0	0	0	0	0	0	1.87E-08	0	0
1	CROCC	0.000143252	3.79E-05	1.05E-05	5.61E-06	9.48E-05	4.11E-06	8.17E-05	7.44E-05	1.94E-05	8.17E-05	7.44E-05	2.11E-05	1.66E-06	3.93E-06	2.55E-08
1	MFAP2	1.09E-05	3.09E-06	1.10E-06	6.90E-07	6.71E-06	0	6.02E-06	5.78E-06	1.90E-06	6.02E-06	5.78E-06	1.90E-06	3.39E-07	3.31E-07	1.97E-08
1	ATP13A2	7.93E-05	2.35E-05	5.67E-06	3.27E-06	5.01E-05	2.05E-05	3.55E-05	3.12E-05	7.77E-06	3.69E-05	3.33E-05	2.21E-05	1.30E-06	1.93E-06	4.27E-08
1	SDHB	1.36E-05	3.21E-06	1.97E-06	1.13E-06	8.39E-06	8.26E-06	7.38E-06	6.94E-06	2.92E-06	8.29E-06	8.27E-06	8.26E-06	4.38E-07	6.75E-07	1.39E-08
1	PADI2	4.15E-05	1.24E-05	3.31E-06	1.86E-06	2.58E-05	2.53E-07	2.26E-05	2.07E-05	6.16E-06	2.26E-05	2.07E-05	6.20E-06	6.83E-07	1.16E-06	2.12E-08
1	PADI1	3.45E-05	1.00E-05	2.50E-06	1.51E-06	2.20E-05	3.82E-07	1.62E-05	1.48E-05	3.45E-06	1.62E-05	1.48E-05	3.57E-06	6.90E-07	7.98E-07	1.84E-08
1	PADI3	3.59E-05	1.05E-05	2.25E-06	1.39E-06	2.31E-05	3.64E-07	1.90E-05	1.70E-05	3.67E-06	1.90E-05	1.70E-05	3.77E-06	6.92E-07	6.84E-07	1.84E-08
1	PADI4	3.58E-05	1.13E-05	2.50E-06	1.57E-06	2.20E-05	9.91E-07	1.52E-05	1.39E-05	2.14E-06	1.52E-05	1.39E-05	2.94E-06	8.05E-07	7.45E-07	1.84E-08
1	PADI6	3.44E-05	1.04E-05	3.04E-06	1.75E-06	2.10E-05	0	2.77E-06	1.10E-07	0	2.77E-06	1.10E-07	0	6.90E-07	1.04E-06	2.07E-08
1	RCC2	3.64E-05	1.14E-05	3.11E-06	1.75E-06	2.19E-05	8.11E-06	1.98E-05	1.78E-05	4.18E-06	1.98E-05	1.79E-05	8.42E-06	6.46E-07	1.09E-06	2.22E-08
1	ARHGEF10L	8.20E-05	2.52E-05	5.45E-06	3.22E-06	5.14E-05	4.47E-06	4.19E-05	3.60E-05	9.92E-06	4.19E-05	3.60E-05	1.20E-05	1.41E-06	1.78E-06	2.61E-08
1	ACTL8	2.31E-05	7.00E-06	1.41E-06	6.75E-07	1.47E-05	6.35E-06	9.77E-06	8.19E-06	4.85E-07	1.03E-05	9.14E-06	6.44E-06	6.63E-08	5.86E-07	2.22E-08
